"SourceRoot","RelativePath","FileName","Extension","SizeBytes","Category","LayerCandidate","FunctionalRole","ContainsArabicText","MissingFromActiveByName","SameHashAsActiveWorkspace","SameHashAsActiveCompiled","NamespaceCount","Namespaces","TypeCount","Types","MethodLikeMemberCount","UsingCount"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Client/Services/ClientServiceController.cs","ClientServiceController.cs",".cs","8287","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","True","False","False","1","EJLive.Client.Services","1","ClientServiceController","8","7"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/EJLive.Core.csproj","EJLive.Core.csproj",".csproj","482","CSharp Project","Data/Core Layer","Original project file used for dependency and assembly mapping.","False","False","False","False","0","","0","","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Enums/ATMTypes.cs","ATMTypes.cs",".cs","1585","CSharp Source","Data/Core Layer","Preserved C# implementation requiring scenario comparison before promotion.","False","True","False","False","1","EJLive.Core.Enums","10","ATMType;ATMStatus;ConnectionType;SyncStatus;CommandType;AlertSeverity;JournalFileType;LogLevel;DeviceComponent;TransactionType","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Interfaces/IService.cs","IService.cs",".cs","623","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","True","False","False","1","EJLive.Core.Interfaces","2","IService;ServiceHealth","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Models/AppSettings.cs","AppSettings.cs",".cs","1495","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","False","True","False","False","1","EJLive.Core.Models","1","AppSettings","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Models/ATMConfig.cs","ATMConfig.cs",".cs","2365","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","False","True","False","False","1","EJLive.Core.Models","1","ATMConfig","1","1"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Models/ATMDevice.cs","ATMDevice.cs",".cs","4516","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","False","True","False","False","1","EJLive.Core.Models","4","ATMDevice;ComponentHealth;ComponentStatus;RetainedCardInfo","0","1"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Models/AuditLog.cs","AuditLog.cs",".cs","603","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","False","True","False","False","1","EJLive.Core.Models","1","AuditLog","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Models/NetworkMessage.cs","NetworkMessage.cs",".cs","3448","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","False","True","False","False","1","EJLive.Core.Models","7","NetworkMessage;HeartbeatPayload;ScreenshotPayload;TimeSyncPayload;FileTransferPayload;ImageSyncPayload;AlertPayload","3","2"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Models/SyncProgress.cs","SyncProgress.cs",".cs","1682","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","False","True","False","False","1","EJLive.Core.Models","1","SyncProgress","1","1"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Models/Transaction.cs","Transaction.cs",".cs","2361","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","False","True","False","False","1","EJLive.Core.Models","5","Transaction;TransactionStatus;TransactionSummary;FraudAlert;FraudType","0","1"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Network/NetworkEngine.cs","NetworkEngine.cs",".cs","9012","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Core.Network","1","NetworkEngine","1","7"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Network/ServerEngine.cs","ServerEngine.cs",".cs","9777","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Core.Network","2","ServerEngine;ClientSession","2","8"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Parsers/JournalProcessor.cs","JournalProcessor.cs",".cs","9887","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Core.Parsers","2","JournalProcessor;JournalEntry","12","7"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Parsers/TransactionAnalysisEngine.cs","TransactionAnalysisEngine.cs",".cs","7607","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Core.Parsers","2","TransactionAnalysisEngine;FraudRule","6","4"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Security/SecurityHelper.cs","SecurityHelper.cs",".cs","6219","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","False","False","False","False","1","EJLive.Core.Security","1","SecurityHelper","17","19"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Services/AlertManager.cs","AlertManager.cs",".cs","3298","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Core.Services","1","AlertManager","10","4"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Services/FileTransferManager.cs","FileTransferManager.cs",".cs","6340","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","True","False","False","1","EJLive.Core.Services","3","FileTransferManager;TransferState;TransferProgressEventArgs","2","7"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Services/ImageSyncEngine.cs","ImageSyncEngine.cs",".cs","5650","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Core.Services","2","ImageSyncEngine;ImageSyncEventArgs","7","4"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Services/RemoteCommandHandler.cs","RemoteCommandHandler.cs",".cs","10682","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Core.Services","2","RemoteCommandHandler;Screen","2","7"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Utils/DateTimeHelper.cs","DateTimeHelper.cs",".cs","1622","CSharp Source","Data/Core Layer","Preserved C# implementation requiring scenario comparison before promotion.","False","False","False","False","1","EJLive.Core.Utils","1","DateTimeHelper","4","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Utils/Logger.cs","Logger.cs",".cs","1886","CSharp Source","Data/Core Layer","Preserved C# implementation requiring scenario comparison before promotion.","False","False","False","False","1","EJLive.Core.Utils","1","Logger","7","1"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Utils/ReportExporter.cs","ReportExporter.cs",".cs","4768","CSharp Source","Data/Core Layer","Preserved C# implementation requiring scenario comparison before promotion.","False","True","False","False","1","EJLive.Core.Utils","1","ReportExporter","1","3"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Core/Utils/RetryPolicy.cs","RetryPolicy.cs",".cs","2176","CSharp Source","Data/Core Layer","Preserved C# implementation requiring scenario comparison before promotion.","False","False","False","False","1","EJLive.Core.Utils","1","RetryPolicy","1","1"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Installer/EJLive.Installer.csproj","EJLive.Installer.csproj",".csproj","393","CSharp Project","Project Structure","Original project file used for dependency and assembly mapping.","False","True","False","False","0","","0","","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Installer/InstallerForm.cs","InstallerForm.cs",".cs","14140","WinForms UI","Presentation Layer","Preserved visual surface, form, dashboard, panel, or control for UI consolidation.","False","False","False","False","1","EJLive.Installer","2","InstallerForm;var","4","5"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Server/app.manifest","app.manifest",".manifest","915","Reference Artifact","Reference/Future Development","Reference artifact retained for future analysis.","False","False","False","False","0","","0","","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Server/Controls/ThemeColors.cs","ThemeColors.cs",".cs","1369","CSharp Source","Reference/Future Development","Preserved C# implementation requiring scenario comparison before promotion.","False","False","False","False","1","EJLive.Server.Controls","1","ThemeColors","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Server/EJLive.Server.csproj","EJLive.Server.csproj",".csproj","453","CSharp Project","Project Structure","Original project file used for dependency and assembly mapping.","False","True","False","False","0","","0","","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Server/Forms/DashboardForm.cs","DashboardForm.cs",".cs","21418","WinForms UI","Presentation Layer","Preserved visual surface, form, dashboard, panel, or control for UI consolidation.","False","True","False","False","1","EJLive.Server.Forms","1","DashboardForm","12","8"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Server/Forms/ServerSettingsForm.cs","ServerSettingsForm.cs",".cs","8617","WinForms UI","Presentation Layer","Preserved visual surface, form, dashboard, panel, or control for UI consolidation.","False","True","False","False","1","EJLive.Server.Forms","1","ServerSettingsForm","5","1"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Server/Program.cs","Program.cs",".cs","2055","CSharp Source","Reference/Future Development","Preserved C# implementation requiring scenario comparison before promotion.","False","False","False","False","1","EJLive.Server","1","Program","1","2"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLive.Server/Services/ServerServiceController.cs","ServerServiceController.cs",".cs","8233","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","True","False","False","1","EJLive.Server.Services","1","ServerServiceController","10","8"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/EJLiveEnterprise.sln","EJLiveEnterprise.sln",".sln","2351","Solution","Project Structure","Original solution file used for project graph comparison.","False","True","False","False","0","","0","","0","0"
"Kimi_Agent_تحليل نظام EJLive","EJLiveEnterprise/README.md","README.md",".md","7696","Documentation/Requirements","Reference/Future Development","Original documentation, requirements, analysis, or spreadsheet evidence.","False","False","False","False","0","","0","","0","0"
