"Path","Status","ActiveReplacement","Reason"
"src/EJLive.Core/Models/NcrConfigModels.cs","ReferenceOnlyCovered","UnifiedModels","Model variants are consolidated into the compiled unified model surface."
"src/EJLive.Core/Models/NcrConfigProfileModels.cs","ReferenceOnlyCovered","UnifiedModels","Model variants are consolidated into the compiled unified model surface."
"src/EJLive.Core/Models/NcrConfigurationModels.cs","ReferenceOnlyCovered","UnifiedModels","Model variants are consolidated into the compiled unified model surface."
"src/EJLive.Core/Models/OperationalContracts.cs","ReferenceOnlyCovered","UnifiedModels","Model variants are consolidated into the compiled unified model surface."
"src/EJLive.Core/Models/TransactionModels.cs","ReferenceOnlyCovered","UnifiedModels","Model variants are consolidated into the compiled unified model surface."
"src/EJLive.Core/Models/VendorRootProfileModels.cs","ReferenceOnlyCovered","UnifiedModels","Model variants are consolidated into the compiled unified model surface."
"src/EJLive.Core/Services/AgentConfigurationXmlService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/AlertManager.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/AuditLogger.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/DatabaseManager.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/IJournalSyncService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncAlertService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncDashboardService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncMonitorService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncServiceStub.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncStateService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncStateStore.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncTracker.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncTrackerService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/JournalSyncTrackingService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/MergedTraceCorrelationService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/NcrConfigCapabilityParser.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/NcrConfigurationCapabilityParser.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/NcrReferenceCapabilityFactory.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/OperationalStateStore.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/RoleBasedAccess.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/ServiceLocator.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/VendorRootCapabilityService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/VendorRootProfileCatalogService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Services/XfsLogAnalysisService.cs","ReferenceOnlyCovered","CoreServices + UnifiedOperationalFusion + UnifiedServiceOperations","Core service variants are consolidated into compiled service modules."
"src/EJLive.Core/Xfs/Adapters/CardReaderTraceAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/DebugTraceAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/DieboldMdsAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/GrgJournalAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/GrgXfsAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/HostMessageInAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/HostMessageOutAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/IXfsVendorAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/NcrCardReaderTraceAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/NcrDebugTraceAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/NcrHostMessageInAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/NcrHostMessageOutAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/NcrJournalAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/NcrOoxfsRuntimeAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/NcrXfsAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Adapters/OoxfsRuntimeAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/IXfsVendorAdapter.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/Models/XfsNormalizedModels.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/XfsAdapterRegistry.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Core/Xfs/XfsEventModels.cs","ReferenceOnlyCovered","XfsModels + UnifiedJournalEvidenceAnalyzer","XFS adapters are represented by compiled normalized adapters and journal evidence detection."
"src/EJLive.Server.WinForms/Services/ArchiveManager.cs","ReferenceOnlyCovered","ServerMainForm + ServerEngine + UnifiedJournalStorageService","Server UI and service behavior is active in the rebuilt server runtime and unified services."
"src/EJLive.Server.WinForms/Services/EJServer.cs","ReferenceOnlyCovered","ServerMainForm + ServerEngine + UnifiedJournalStorageService","Server UI and service behavior is active in the rebuilt server runtime and unified services."
"src/EJLive.Server.WinForms/Services/EJServerService.cs","ReferenceOnlyCovered","ServerMainForm + ServerEngine + UnifiedJournalStorageService","Server UI and service behavior is active in the rebuilt server runtime and unified services."
"src/EJLive.Server.WinForms/Services/UIBinder.cs","ReferenceOnlyCovered","ServerMainForm + ServerEngine + UnifiedJournalStorageService","Server UI and service behavior is active in the rebuilt server runtime and unified services."
"src/EJLive.Server/Services/JournalAnalyticsService.cs","ReferenceOnlyCovered","UnifiedJournalStorageService + UnifiedRemoteCommandOrchestrator","Old server services are active through compiled storage, archive, report, and command orchestration."
"src/EJLive.Server/Services/RemoteControlService.cs","ReferenceOnlyCovered","UnifiedJournalStorageService + UnifiedRemoteCommandOrchestrator","Old server services are active through compiled storage, archive, report, and command orchestration."
"src/EJLive.Shared/AppLogger.cs","ReferenceOnlyCovered","AppLogger + SecurityHelper + DateTimeHelper + RetryPolicy","Shared legacy helpers are represented by compiled shared utilities."
"src/EJLive.Shared/LightUiTheme.cs","ReferenceOnlyCovered","AppLogger + SecurityHelper + DateTimeHelper + RetryPolicy","Shared legacy helpers are represented by compiled shared utilities."
"src/EJLive.Shared/Logger.cs","ReferenceOnlyCovered","AppLogger + SecurityHelper + DateTimeHelper + RetryPolicy","Shared legacy helpers are represented by compiled shared utilities."
"src/EJLive.Shared/MonitoringState.cs","ReferenceOnlyCovered","AppLogger + SecurityHelper + DateTimeHelper + RetryPolicy","Shared legacy helpers are represented by compiled shared utilities."
"src/EJLive.Shared/MonitoringStateStore.cs","ReferenceOnlyCovered","AppLogger + SecurityHelper + DateTimeHelper + RetryPolicy","Shared legacy helpers are represented by compiled shared utilities."
